customer_id,company_name,industry,region,plan_type,signup_date,mrr_usd,seats,tenure_months,is_churned,churn_date,nps_score,acquisition_channel,support_tickets_ytd,last_login_days_ago,email_hashed,phone_hashed
CUST0097,ByteForge 64,Education,Asia Pacific,Starter,2022-03-10,71,4,28,False,,50,Referral,28,31,75aedc5b1fff2b65f2179a065c2b625cb56baf9303ba5f5295b2d4e240c0f931,f0aa68f245a66de45095d5e863c6e280cd7ca8786f9d3c3ac69f3293be04b325
CUST0098,CloudPeak 75,Finance,North America,Free,2023-08-27,0,1,10,False,,-24,Referral,36,86,61988ca0ad465036b8fa82ffab8041072af2341f097290b1e5453968bf47301a,f92057d5ae4ba855658d51baff07e184191222de64d451a5d2796a367b37cde4
CUST0099,Apex Systems 56,Manufacturing,Asia Pacific,Starter,2022-07-05,94,1,24,False,,49,Social Media,23,49,44d5e3513d6a13f76f4d752342587b9d1eeba6182e57911199421f4370f1c64e,fc4bbb8599ca62053b051a27e56be4f9cbf61f1ac301cec51e77536d08f94d99
CUST0100,Apex Systems 95,Finance,North America,Enterprise,2022-08-18,3743,52,22,False,,-41,Direct Sales,38,12,74d8aeea964dbdf5763a9c2b5e5a7bebdcf21d09f7579a8faf620401c91a29f5,2810354911e7db09e4f8af58e5bc637095bcb276381dccc79073d8b0dcbfeb2f
CUST0101,QuantumEdge 53,Healthcare,Asia Pacific,Starter,2022-07-06,83,2,24,False,,82,Partner,12,114,76049e2b89c5792ba0ad00fc021a176c6ae61633d55eba5509421fb98a025d9d,e3f0285f7459b74cb00e4a9f189bfbe7902be9776e64b044702a0aca6e40e64a
CUST0102,CipherStack 90,Logistics,Middle East,Enterprise,2023-01-28,4356,137,17,False,,54,Paid Search,23,55,0202fadfb2295eea669be8d06908f0bcf7c81858d548897da96205ebf76f0669,e7174f65f9bea4da09a1779acde2d0219b6ef736924acd38067733eaa57a75e8
CUST0103,CloudPeak 37,Finance,Asia Pacific,Growth,2023-11-11,566,11,7,False,,-22,Organic,18,109,2177a0e54b44dc00889487f733f6d2a25f7d42749d619f7607a282c54abd6e53,c64a024250551368eb2ec79cb1c02d4f1bf6a7457b02ebde5672ad107f8afc59
CUST0104,Apex Systems 72,Manufacturing,Middle East,Free,2023-04-05,0,1,15,True,2024-09-18,52,Direct Sales,38,,7b88553cd802e136d897652e97460e05b93efbd2a687a81c3f3e64de230f7506,f43e822e9a6dc213e25822fca3f93da67ef44d53ce64f363d8e6a47d796fd1aa
CUST0105,DataSphere 90,Retail,Middle East,Free,2022-02-05,0,1,29,False,,51,Partner,7,24,55193bbb72e848f7a6ee0cb6d8d16a6132f75d846f1ef409c7bd2c6f296cc443,de0b49ceb354b67e77cc9e9f56fe94a87af3e61efc10c9b1a2f7761b56fe569a
CUST0106,GridLogic 28,Logistics,Asia Pacific,Starter,2023-04-17,62,2,14,False,,-99,Paid Search,18,47,7f0213c5b86d3c1eb808a704cc574cd75438610e25a528bca9ac36888c68abcf,6b85eaa9221efcd330e327eb240228c115e62d4081db81d9d2949b06266bf16c
CUST0107,ByteForge 42,Retail,Latin America,Growth,2023-01-11,357,17,17,False,,-7,Referral,34,22,e74fa9ace935f55a02f86e2af34ba7779f20097e596414b98603c5b0ce04597c,deec11fa88857ce6d6369d701a425bdb5ccb4573c130bb3ac7e7f0e2e334e992
CUST0108,PulseWare 60,Retail,North America,Free,2023-10-22,0,1,8,False,,-74,Partner,11,123,bd4ec2db402e8e684252e00400b3a5327bdf2e9e2919fe570f9ac3bf798e0eec,87c19a41240b4636c61daf7a26f9debd32def6278603bb2ca753dee99be67f24
CUST0109,CloudPeak 64,Media,Asia Pacific,Growth,2023-01-28,522,8,17,False,,-34,Paid Search,28,137,4e041e40453d5ce2e53be3f229a47b0a6d07608d0518557368b92b9004821f44,87cc21caed51d051ce383b7208be9c2499a1576e5158160a59740c18a57b5391
CUST0110,PulseWare 40,Education,Asia Pacific,Free,2022-05-01,0,1,26,True,2022-09-06,48,Social Media,24,,ee2b507012037ec9d4359913c070baeb998fddd8c89ab874f6d09b251b39a4aa,61d39910d652027427df6a19c9b33fb977f64dda1256ce1d441cc14fdf0e0140
CUST0111,DataSphere 5,Finance,North America,Starter,2023-07-05,77,1,12,False,,-67,Partner,11,8,c24cd3abca7443bcd3ca73889b2d29dd6b9c83461a2d344c4257de4a9bfbb1f1,f4f52ce13aeeeba9148e615749b58fb8cd6a1c28489aee543f9fff48261004b4
CUST0112,DataSphere 76,Finance,Middle East,Free,2023-08-11,0,1,10,False,,64,Referral,1,15,469823799d09095f763a6d7bfce9738ac4234bad5718f16fdbcbacd430a685ff,747243bb9ba605cfc3ca21e19e8c12870a55aa7e19cd1edc73bad26e0ab9558d
CUST0113,NovaTech 15,Finance,Latin America,Starter,2023-11-17,71,5,7,False,,73,Referral,10,19,16139e0e66c4daf2c33dd19e2a6d629525e32e107c8a78109515ccb7864f9f65,a5660bbdef5c546bb36ec3631618f2f55517d2e4848057db69f0e158c85706d4
CUST0114,Apex Systems 8,Media,Middle East,Starter,2023-02-06,96,5,17,True,2024-02-10,-37,Direct Sales,7,,900c95e4f14bf68f242237184a4a15a520ef10dfb5a6fe359d61aedac6117bd7,e27561db50efa172e9146a733788ce512d9ee63120b699af075a1a4ef59df489
CUST0115,NexGen AI 10,Finance,Europe,Growth,2023-09-29,304,10,9,False,,-23,Social Media,24,180,ae11760078e449b73778822f3c8deeb1aa73cc99521a91b5b2ae0181cdc0d8d0,b4fca963e53459292cdff679d5c13980cdbd1ca6b43e9d8b97466de1764796ca
CUST0116,PulseWare 39,Logistics,Asia Pacific,Starter,2022-07-24,66,2,23,False,,-97,Organic,25,142,a4c4e326d814c4f63daa42b79115f8da84130ef587a12aea39bb66de6ef0be8e,ed600f1c13e3e1cf2d548d3ca13dd2d69a70fc2129fbef06c7f6769c32a86f22
CUST0117,GridLogic 74,Logistics,North America,Enterprise,2023-07-03,3047,236,12,False,,-25,Paid Search,22,102,d22452a6f1d8235c9e3202ff78dee15bc771b5eae250cf5ecd0c4e2f51c9bc86,9a2bb8dc2338974a62eccc925a8abec0be53faf36816f3c3f099e05d954382d2
CUST0118,PulseWare 3,Education,Middle East,Growth,2022-04-22,421,21,26,False,,56,Referral,13,179,a39a80f1d260cc86a7812490e4b89b6784d3507bb947d8160a88c500a8c6f909,7b1fabbd9d15fe73b9b2b37f12bb087d8ea73b45764f8881e0c3bb502d989e27
CUST0119,ByteForge 8,Media,Europe,Starter,2022-04-27,51,4,26,True,2023-01-23,-36,Partner,6,,b8d0b7baa787ed4ec29752dd3840f95b645808d497d6b4ca5115a5c8f6302f02,6ccd659c07e033cde7cc57fa4610fb3053bca387c58882811580a9e773edd226
CUST0120,Apex Systems 89,Retail,Latin America,Growth,2023-05-12,520,9,13,False,,-40,Social Media,16,24,c17a61924ea179c6080fcb46199cd64f7c5b30dfcd618675120bcf8469f5fb9d,d7f6f8f672d143f27ff46e322487886b028d82454b2bfe883bd20f1c8fe1c0f1
CUST0121,NovaTech 59,Media,Europe,Growth,2023-11-13,310,12,7,False,,-39,Direct Sales,29,36,14eda0a5ca81fa42e227e2afcb011bb1b583cf09597eb7d21e554fe895b6e485,bc3484ca046d4027871142da3e7f7700862bc598bdb02a698ccae580f9bf6114
CUST0122,CloudPeak 43,Retail,North America,Enterprise,2022-08-23,3186,69,22,False,,-9,Social Media,28,114,b0db4eb4a219c384cd664297a4f6bd8110e81b3e74e814fbf8e9924591f457c0,1010f2f0609a713e7f95c0f2ca63bda535ce5ad9ae893e106d14a5e12c3a99cf
CUST0123,NovaTech 9,Logistics,Middle East,Enterprise,2022-08-26,4934,92,22,False,,-30,Paid Search,20,179,46b6e73f52e3b097673147fb7104772d583ed57a33095af2e0e84be35863c5e0,28608bb8a6f0bcb8d9002adfd029770946fa70d9c66bddde7088709243942b00
CUST0124,DataSphere 62,Education,Latin America,Growth,2023-09-19,474,5,9,False,,-38,Paid Search,27,167,69d22a2515ad7ea224a29f4cb581582b009055e40685c5e61cd2c43ad5232c9a,290fa27f12dabd4810b704a6b17a1a0536d2d2df20f0437b492fe0e573b5ef2f
CUST0125,QuantumEdge 94,Education,Asia Pacific,Starter,2023-08-08,68,4,10,True,2024-01-16,-46,Organic,24,,815ee836726c7d3dd011eabb7437cf08ae80240c6b0f049913c9ea58689a0b1e,e0b6cb51b1809fb1ff6e74107b3e5414f1313027084f71bb118b666e8bb79769
CUST0126,Apex Systems 24,Media,Asia Pacific,Growth,2022-01-26,320,18,29,False,,-47,Referral,39,102,ac767f12b3e05b072ef1b81e02cad7fa77afc5d6b835be35afc9b767bcb17c76,536551c2497474703c34020dbaa14ee7f032887082998a8b08ae62a19ef9c49d
CUST0127,NexGen AI 47,Manufacturing,Europe,Starter,2022-05-19,75,4,25,False,,75,Social Media,2,38,f177ca7dc082092ff7ee18a57230f3fdc009059fbd0970dd67650c176f7f60c0,f3d6c06ab4cf7840460c062145fbf118b8c57c68597f4505288b53e673fb9538
CUST0128,Apex Systems 34,Healthcare,Asia Pacific,Growth,2023-11-10,505,13,7,False,,-82,Direct Sales,16,116,e0eb09a581ee6c449aa07a53482dcf8cdc0cd07d80f1a0701c39089ba37a971d,3df563f38875fcd6cbd0ece67384592b410695d61efa69d0faf6560fcbadb3bc
CUST0129,CloudPeak 15,Healthcare,North America,Growth,2023-04-04,501,16,15,True,2023-10-15,78,Partner,0,,8c8ca765919f8b58dde75f3c2331b0bb8ad0ba470bc1234a331e5ca06ab62879,dad0ad566a91f991d5c6c110b1d4eca1ddc4cbd5dd5e7a435dbb9b13acea334a
CUST0130,ByteForge 38,Logistics,Europe,Growth,2022-07-07,579,10,24,True,2023-07-23,-20,Social Media,37,,b98fe802db61ff48126fc58729f2c14df5395693515d5838ee3953f7f414dd23,df67cb616f7d3e4b6dff03ffe1d526a77929a3314303b6c31bc779bcd9f1fedc
CUST0131,NovaTech 47,Media,North America,Enterprise,2022-09-26,3099,100,21,False,,100,Social Media,15,23,dedfdb887858bf0a317eb4f39b44c19efe297582907c0a39f6b6f9aabfa2f23b,a9944a4464085777dbdfd3c652fbc1cb55f7c7fbd3b19a8fde637b7090f55e16
CUST0132,NovaTech 63,Healthcare,Europe,Free,2022-01-30,0,1,29,False,,-24,Referral,12,39,ae2dc6832df82af04dd7238ca1070fc97ef1e2a429e57535752debab6eb72583,99198dca11658687efd420d8e46a716cf76d1a0a2d31e205acf5582e512bfced
CUST0133,GridLogic 85,Finance,North America,Growth,2022-01-11,414,24,30,False,,62,Direct Sales,22,142,9af2f52794755677f36b69dc94a77ba98dcc5c5a2dc1f69d71e2b9062ad9a306,baeabb43d4b54cdc2f0810a339376391d41f43f3cedcc3ddea0748ccbe4104a6
CUST0134,NovaTech 43,Media,Europe,Growth,2022-07-21,520,21,23,False,,-72,Social Media,33,95,8e13a5ee6f737dcc332c7c426f7de8afbf1ca16f6db7ad975a151fbd96adf82e,fed287e33b0794330dad00fa6014fab4b3e53f64b4c4def0f1facf9650d6f538
CUST0135,ByteForge 76,Logistics,Asia Pacific,Growth,2023-01-11,595,12,17,False,,-99,Paid Search,35,166,d89c724a3c2519a4211cef41c9dab5f0122e95fbe1b68ab864fab8f77b0a3eda,cd4fe4ca392e3e2ecab7cdc6018ac347f6881b23a5788d8b885f8dbcea97ce59
CUST0136,DataSphere 54,Manufacturing,Middle East,Starter,2023-10-23,74,3,8,False,,-15,Referral,16,151,b927b25a5fb0892490f6bea0bdf2675d4f486b0da9fd44bad8dc6b11f023f2fb,443e2388d40c666d29888c66f6c83143cc6de39d191081f62e7a78e48078f975
CUST0137,CloudPeak 61,Healthcare,Latin America,Growth,2022-08-18,519,5,22,False,,2,Direct Sales,14,174,70eda10c81cb7d1dd70e46aaae5b2efed58322bd604680015a554367659fef1b,d4c50ff395e71c60cae9715bf9bccc6f4f29649ce5734dcc2367b77b7d01d81e
CUST0138,CloudPeak 69,Manufacturing,Middle East,Growth,2023-06-07,506,9,12,False,,-35,Partner,39,133,334035891e01bf76adc2a60eec5121a66a173d7e04e75e9a8e7b5f82c2ffd68a,fb6751be40c7a0979cbbf039ab36d5b3a80d76038e0cf66c708d5ebc26489add
CUST0139,PulseWare 83,Media,Middle East,Free,2023-04-07,0,1,15,True,2025-02-12,-85,Social Media,28,,70f71d7b48e3224b55aa013331e7e9874a62c2b847d524c35993dabeab34bdb2,4bd65960b9ec6b5ed942f868cad2ea639a529de638e5e03b1b9132c49ca9e84c
CUST0140,DataSphere 45,Healthcare,North America,Enterprise,2023-08-11,2933,192,10,False,,51,Social Media,13,37,4a7c5074d6edb793faf14274b63e1174bd017899d7778582cb5bc8c7829892f9,c53e0880ef85b8f2241b87c3dd15bc205a845c3476dcff2ad69c245632fe3724
CUST0141,PulseWare 52,Retail,Asia Pacific,Growth,2022-09-10,525,8,21,False,,-53,Paid Search,0,108,123ddbf8b512ab255ce140032b96d4b0a76694158cbfa0578ba67d73265c5030,c62935ba20981761bce85128b240d70e6c331f4482c9480d5381a1aabbb865ea
CUST0142,CloudPeak 16,Manufacturing,Europe,Free,2022-08-19,0,1,22,True,2023-04-17,34,Direct Sales,11,,b409b00d3c4ecf9ac83d64277bf91707e13ad9244b2e7ec0f01cbf5a5601037e,771a2353b85383330c6c41b5523bdafeaed21ce8b91a283fca7105aa01a2db05
CUST0143,GridLogic 98,Retail,Middle East,Enterprise,2023-01-31,7097,263,17,False,,26,Referral,33,136,a9c95a14c5cdaa8d50dad4eaba06636667b4a106767a987ac62c195bff3dfda1,4a93aa86b3e5782856fac02f75fd447e585cad8ef5598dccc97dfb2a9044b6a8
CUST0144,NovaTech 29,Education,Middle East,Growth,2023-03-22,401,23,15,False,,92,Paid Search,22,76,940a0c65ee9021efa4c21d73c5abe6cdb950e91ae89d893261d08f85c46b29a5,353bd5b293a5aa2e509b30fc4eb9e429de42aa7526387c36d0fb28b9e568b810
CUST0145,DataSphere 32,Finance,Latin America,Starter,2023-11-02,67,4,8,False,,23,Organic,40,172,3f7dacd710937db1a47cbc18928377a03b8b96ab0b13a5530521326c168d507b,cca19d0fe8971fb45327de86df0254807aae632828c6495b5439717daee69379
CUST0146,GridLogic 27,Manufacturing,North America,Free,2023-02-01,0,1,17,False,,39,Paid Search,10,29,62a99fb05a729d8e11447881b39ff281a607799fc80d8c18b277ca4e56a7a66a,01685264a016f002e271fa0bb57389810dc1720dfd7d7d8d4c192b20ca8a0b2c
CUST0147,GridLogic 35,Retail,Latin America,Starter,2023-09-01,57,3,10,False,,58,Paid Search,31,167,1e923de5f2a48f265effc0bf12ff70d2182112ded2d33ba19f0a22106f21c506,959394388b600083bfe659cf00316e81896cfc1c72e0886bd9f8da669606f320
CUST0148,NovaTech 88,Healthcare,Europe,Starter,2023-08-09,99,4,10,False,,-78,Partner,18,134,06ec35a806efe47e13e5e253c5e362a04ca09e4e29cdba4e09aa81a46a31b493,806a6d5327a87a29019ae1e0308bf547711316cb8742196c200f0d7b37577f80
CUST0149,Apex Systems 2,Media,North America,Starter,2022-10-28,88,1,20,False,,-50,Organic,28,51,f1f9ed32c54c6e66219ae9f63938e0f08bdf54d2eb435dade7cbf5924d35d9d8,6fcc43123a2771ad1c5eef7332d81330316f32e87f6ffd7527ede07a15088428
CUST0150,QuantumEdge 70,Retail,Asia Pacific,Enterprise,2023-09-15,2017,453,9,False,,-84,Partner,19,85,70938ecc3e83cf0f87f2cb87dada58794e84c49b4e3b593d6af3c46214fcdffd,659d895bf3305a812caf6f1083adbd6fad12bd169ee84df22f4d56faf08ce613
CUST0151,GridLogic 37,Logistics,Latin America,Growth,2023-07-16,512,6,11,False,,-90,Direct Sales,5,180,af30aa53f723c5e81affd88eaaea7f21358811ea70e348a97cc1e7e4292ed2f4,6828d0148240f0f80cefafd5055e45dd801074465fbbb650838f00779126447b
CUST0152,PulseWare 69,Finance,Middle East,Starter,2023-10-03,62,1,9,False,,57,Direct Sales,21,91,7a66d81224fbfc13d3ec6c067ee05c9d2e74b16af5b48eb4afdf8014e9310792,2bb78db217984883b1a08327f4486d2baec0056365f4bc4bcdfea689ed97b3a6
CUST0153,PulseWare 82,Retail,Middle East,Free,2023-05-03,0,1,14,True,2023-10-02,-7,Referral,22,,5642ffbad9991a86092adaada10c4c2463540c2f664b2dba471ad969c0203f86,580a89796d46e5b2117605c975a11fb032372bb13b80fb2545cd44fd2a174b86
CUST0154,Apex Systems 53,Finance,Middle East,Starter,2023-11-14,77,2,7,False,,-82,Organic,18,101,a4407ab5bb3c51adb3eaa4409aa06655ca5fc43d596ed9a1feffc61bd8fa9f84,d42dbc063af255b85bbb520f0f8cbd2a7f107d5444a1b897f31fd0c31f945942
CUST0155,QuantumEdge 46,Healthcare,Asia Pacific,Free,2023-12-20,0,1,6,False,,-76,Paid Search,7,130,c7ac5457c2eb1cdff4b93c1997a48315be908a00a9c3acdaf63fbc056d1c6afe,f28553a13b4d586d19505729855390dca28091e75ce10a531a1248f1556ffd7f
CUST0156,CloudPeak 92,Manufacturing,Middle East,Growth,2023-11-23,451,23,7,False,,10,Social Media,3,164,605591cfc16d8bbd61252f3c43701404cc276885bb5269d096b15df1b4dd450c,4dda2fdbd7225c6e74dd6183e1dd71f8a2526024ac4e1b82561cf37a404c9c57
CUST0157,CipherStack 36,Finance,Latin America,Free,2023-03-02,0,1,16,True,2024-01-15,-88,Paid Search,2,,3b595b8e2e4386d99f646e43701f678a9ef51823aaa5913db08dbbe7833e98dc,857e30c1dd8ca59fb0b99d8432a56d87497d37063ceb2152a8f1dbc3c9e2ee37
CUST0158,Apex Systems 79,Logistics,Latin America,Free,2022-07-08,0,1,24,True,2023-09-16,46,Paid Search,16,,dd7136817394ff065d4b108d1ba7a2a9fced05dc0485821889bb91851dfb631e,d868452a23a4e25ff30eecef8606d6e503a74a0cac00cfa8f9020e7e37ffc3d0
CUST0159,CipherStack 54,Healthcare,Asia Pacific,Free,2022-01-22,0,1,29,False,,56,Social Media,12,174,fe4d086297a08812f34002bc4a72dcacd6449d44909f1715564a5a66a983102f,bcf3a2d5d2dd250672baf9f73c0b53dc699e855962355cfacd129f5d52c18c2f
CUST0160,ByteForge 9,Retail,Middle East,Free,2022-07-02,0,1,24,True,2023-07-01,-56,Partner,39,,75f11bffb44bbfc18b49073642363c357a8dd5ccdbb1f327a7302eb8ba1f04ab,fb9a8f5424df44bd55a27018b38ed8bcd5636ca5253dd86646b2e078ac72a208
CUST0161,GridLogic 87,Media,Latin America,Growth,2023-10-13,407,19,8,False,,-88,Social Media,0,6,10b30ad857737b0613a9e9d68698918069428df724cf121623967756e2e2d09f,6494c802de3af415c1ba8d4c89f510ddd8505ee65a5349ecf3dec6042f65f43d
CUST0162,CloudPeak 3,Healthcare,Middle East,Starter,2023-09-11,66,3,9,False,,-84,Direct Sales,28,148,7921822ce6373dea102f831f8e51e50605a26c2b4dcea2e79a9015f2d01ae7d0,f8bfdb8155f5ce76a70517e12ecfe348a801baf6c9588e613d22a70b9fc74c5f
CUST0163,PulseWare 97,Education,Asia Pacific,Starter,2023-04-09,77,1,14,True,2024-03-04,-54,Social Media,10,,ca2af03fc19aab38e89ff2a07b1d3b7a810227aeaa742d9920381daa9f65b655,8ed7bbbbae201dbb90fe21b1f58eb87e170b76168336c890f1684e71a5a87917
CUST0164,PulseWare 61,Healthcare,North America,Enterprise,2022-03-12,6190,440,28,False,,96,Social Media,29,32,b9f259d13d8d91f133830e842822dfaa606c18545a15949289d45cec149f0d3c,75aa46cf5dcd12b1dc36953780ecf5de34d2cc0960a2da0b37bafec26ba389d5
CUST0165,QuantumEdge 25,Retail,Middle East,Growth,2022-09-06,390,5,22,False,,37,Organic,40,16,e7ba02e1c3a57cb6d657a49f51bb0d8d34aee75a478e627677c3a9d9034f0f14,d8d6843d8f01ce9bacbaed39533ec23c03373f46ad693d6e431a88a852466c44
CUST0166,NexGen AI 13,Education,North America,Enterprise,2023-10-16,1613,390,8,False,,37,Direct Sales,19,106,82849fa5d183e188e23c55f900db1e320b5d36baaae36d05f2bef5272b8bbf4c,4cf3cf8dcf689875430dd3ba64bf125f6f3ea30b54ea86c959779dec5f1080a8
CUST0167,DataSphere 37,Finance,Latin America,Growth,2023-08-30,310,15,10,False,,32,Organic,33,55,e23fef3756e2384d8f636979d4242405f2a99a916ad0c4a37e23e9e15e1199c4,9346298f7372e01f10eda1893ec84fc3447fe988e08aa8e30d2f4a141e6b49c1
CUST0168,Apex Systems 70,Education,Latin America,Growth,2023-09-22,320,5,9,False,,85,Paid Search,0,165,a9112b87ba3838db7a6c561e31ba64a930a883a1e717fd5811eb8d21810153ae,e424c433a55f26ec234fe46a7ba7466c3d0f7343577ffa3a2e64d0cabfb965cd
CUST0169,NovaTech 42,Retail,Europe,Enterprise,2022-11-16,1645,419,19,False,,-21,Organic,1,128,2c02fcb5411db77a31cc4476a07230d7ea33d602483fae94fde13b6eb06a8bc7,420440e75876bb762ec15f65b3411e3554192642765e224a229255628a232fc5
CUST0170,QuantumEdge 66,Education,Asia Pacific,Starter,2022-09-30,61,5,21,False,,22,Direct Sales,38,112,3e117cf8b6c22845bc0b63ea882729baac0d1b43dd95af4d8d65253133912e31,44fe1253c84f0ca2b89e845f20250ad916ce1f032ffb132da2dcc5a27c05f3f0
CUST0171,Apex Systems 92,Manufacturing,Europe,Free,2022-12-03,0,1,19,False,,-72,Social Media,25,76,4347d784878628fbd506bfe2965e28283a1002a9b63bb941f74cbdf9c68184bd,0a77c3fc8cf0962dfda825118925dbc3cdd15d43349266e0bcebbca42c46fe0c
CUST0172,PulseWare 69,Retail,Asia Pacific,Free,2023-06-14,0,1,12,False,,-10,Referral,15,123,80ecfbb0d23f909a4697615f75ab18389b7e2a0756b0060b85d3159c8a0a190f,8e0ad0820d812307da65ff943f1c019fa5533223bd787e3eae43d0dce566a346
CUST0173,NovaTech 99,Logistics,Latin America,Growth,2022-11-21,527,25,19,False,,-4,Referral,37,89,6864726d76f0d36e305db94e8fd49e564095ab58ae40d42f38037cd5a49d549a,d5b6416a91a50fcb2f53485e51213b66087db8849878fb2bf6334bb256aaedb9
CUST0174,DataSphere 30,Logistics,Asia Pacific,Enterprise,2023-02-02,5037,256,17,False,,88,Organic,1,30,07d7ad94612b9851dd1e176072fbf71d91e49503410f3e1ec09e41b8df9a3482,d1e238f5e4f7b56e2c23b2dc19c2cff880afc0e2e1610aa5c1b47dc6a8ba00a1
CUST0175,DataSphere 48,Healthcare,Middle East,Free,2022-08-16,0,1,22,False,,24,Partner,30,60,99dfa3ed01c6c11b3322a57acc66c683d13810621d85e7eff67b01e09afdfb79,29d55f1b8f930a6093c07850728921daa84acc814aa6c667a3a2ebad2dad73be
CUST0176,GridLogic 99,Education,Middle East,Free,2023-12-22,0,1,6,True,2025-07-24,-72,Referral,19,,5c4344bc0d7b59aec675226c236d970c9199a39ae0a295697fc0d8d0fd00cbd6,e740a1eaa4ccae0f8f7136030b2684210b705bab53f43f4e29499d6b31741990
CUST0177,QuantumEdge 31,Retail,Latin America,Free,2023-08-13,0,1,10,True,2025-06-16,-49,Referral,5,,9e648db81af12a4f55d907d6088a67b1add7437eff24973323e04acf88346fe7,109a2cbebc96e85bbd11118b09aa7deffb324556f90708de14ce0b389c1cf1d7
CUST0178,NovaTech 92,Finance,Asia Pacific,Free,2022-03-17,0,1,27,False,,-4,Social Media,34,22,b12c4f03870c2444c0b0fbf97e41e90a11eee825c8f2ef7c0a296f5a17249d34,0c4c852c62933835eaa5e88b96e4b2230f4fee9444a40c12c8e8f8d317788ee7
CUST0179,GridLogic 53,Education,North America,Growth,2023-12-12,508,23,6,False,,58,Paid Search,33,132,f750db513a93527eb7b73f264504ba67f0b5783ab87276ba158f4a1d2394242c,46ee427c6b6593cc0b5f980292aa130a9d48c3206e867f9fea37bf3dd181a330
CUST0180,ByteForge 47,Logistics,North America,Starter,2023-05-22,67,4,13,False,,18,Partner,35,44,91d10fca5f0d30024c6eaa26cdd8fe95097f0e3a3b61c7359c4de923a38ea172,f09df1583c10a268f8e332e2d884d1dccd3928f9e53bb084b0ee9669819654ae
CUST0181,ByteForge 23,Finance,Europe,Starter,2023-08-21,84,5,10,False,,77,Organic,6,60,e997f0ea7c21d73f9c00dd40e8816777c37d2d31ae082e8a9666c1ea4d17f99e,558a538a5b7fa8d13fb55e482f0fb495347d7952c01774d2b325d1981e1df7da
CUST0182,CloudPeak 70,Media,Asia Pacific,Enterprise,2022-12-17,4072,287,18,False,,-69,Referral,40,37,e618734f7540b255ebd7ded29285514cbdd7e205ea3d30f007b5544dbccd55da,08b81cb9ae53eba273201e0fe3c6c8a2f325fd7109f7bfaa6aebf2f5535658f4
CUST0183,CloudPeak 58,Logistics,Asia Pacific,Growth,2023-06-17,594,5,12,False,,-2,Organic,18,2,fb2ea350751306b16325f84e686b66aa61bd4ff7fd22b6a8a17099182c1639ca,7c34f58338a660316f973c7ba6ea981980b3bcb0a68bda9ac8ace4e295f55067
CUST0184,CloudPeak 99,Finance,Middle East,Free,2023-04-24,0,1,14,False,,-95,Organic,12,74,53bfe119ecf790a6bbc0bbf186e155f12288f053430574a7cd70dcbce285acc1,2f1e0cd90a8741e05a0c3ac5815c113f038f6c5add91b4b8bf9d3d20fe7ac887
CUST0185,CloudPeak 22,Logistics,Middle East,Free,2022-07-13,0,1,23,True,2022-11-25,59,Direct Sales,30,,b3e8850b33f88a75b2ea76250e38f7ff406918c593e545d47278fa365431f0b4,2d63c7bae780bde168b813f436ebeb0e53917e0b702a9ec7d35f99a7d1bc2879
CUST0186,PulseWare 50,Education,Asia Pacific,Free,2022-09-24,0,1,21,False,,50,Social Media,21,100,839affcbeae9f6f06da1158621256a952351451cb94761a60fcbc685766e56be,7b783dc84563d721a9b5de9ba3c708a8542ccf09cc643f2c58b1cca6e9199238
CUST0187,Apex Systems 8,Manufacturing,Middle East,Starter,2023-10-26,98,3,8,False,,-7,Paid Search,37,10,bf1bdfbe0ba7149a39d5d503b59266bf60488218c10c1f6026da75651bc9a9b0,2b59b58a468553f314dfdd5822b187c2b1364d944ee7076362ddbb3df5228efa
CUST0188,GridLogic 43,Manufacturing,Latin America,Free,2022-06-26,0,1,24,False,,32,Direct Sales,23,80,4234582498373aff86dc524a406c17a6c6cb6dede4b8d212f743acaceda39ffd,0a793d5952c5029c15e579218ac3577fd3f2a5b1b41c8c76be87479e9bff3552
CUST0189,QuantumEdge 48,Logistics,North America,Enterprise,2022-06-05,6457,181,25,False,,12,Organic,14,180,b94a0bea1d20ef00db14862125fc84dc45910fe937b992dc209d2a924d995a16,da8f9d631df0f03e38bb8ebe8b636cffc604cfa7fa34753a073d5d92993d99de
CUST0190,QuantumEdge 53,Logistics,Asia Pacific,Free,2022-08-20,0,1,22,False,,13,Referral,30,56,efef82f1d8221bee4f3c0277baa96fd1cb16fccc7ab2d0f98a2277806f7c9f9b,09398a7eb4e3dd58b0dd68a6d599d18755f2a9dcd8b506df48c0b350182c7df5
CUST0191,NexGen AI 7,Retail,Europe,Enterprise,2023-10-06,5557,246,8,False,,-76,Social Media,19,122,98e744862afc8f1eb0cec97db1a1fb2201602c5d32c55e0a5f0ccc60d23ad9e3,e4739911dbc05ace42d3e30dc3b3834d54f8b677994ca9faa6882e3ec383f8aa
CUST0192,ByteForge 56,Manufacturing,Middle East,Enterprise,2023-12-23,3291,350,6,False,,-91,Social Media,27,116,cb99f852e3d14842b401520a7401a9fac5a3de3bcadacd6fe71c5d41d33da570,0a03454a68f72f38194c6611d28098148d190b4cbe1ed442e377fcc68bd91cb8
CUST0193,NexGen AI 74,Finance,Asia Pacific,Enterprise,2022-09-21,1892,294,21,False,,24,Direct Sales,15,14,8a425d01c0f7eac9c59f08527e913d9bc835ca5cb4404df2fa600b64e071ff27,24bd26ce5b3d893eb9819dc801311803ada4a4cf39effc6e7c3ff7b42c9c060d
